epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,185.8244,37.390373,-0.089665174,0.6939547,10.0,-1.2793877,128.83179906239883,50.0,154.13932374262646
1,183.6212,39.394978,-0.11821381,0.6629166,20.0,-1.7636826,176.85045767236153,100.0,149.6929111577179
