# {"env_id": "FetchReachAct-v1", "t_start": 1538338341.1521602} 
r,l,t
-50.0,50,2.44343
-50.0,50,4.660379
-50.0,50,6.892403
-50.0,50,9.07522
-50.0,50,11.260203
-50.0,50,13.47709
-50.0,50,15.711152
-50.0,50,17.925603
