# {"env_id": "FetchReachAct-v1", "t_start": 1538339055.0758486} 
r,l,t
-50.0,50,2.874954
-50.0,50,5.378492
-50.0,50,7.877914
-50.0,50,10.362319
-50.0,50,12.830959
-50.0,50,15.225764
-50.0,50,17.574616
-50.0,50,19.976751
-50.0,50,22.460765
